brgyDesc,muncity,province,region,zipCode
Cabalagnan,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Cabong,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Cagbonga,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Calico-an,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Calingatngan,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Campesao,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Can-abong,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Can-aga,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Camada,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Canjaway,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Canlaray,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Canyopay,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Divinubo,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Hebacong,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Hindang,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Lalawigan,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Libuton,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Locso-on,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Maybacong,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Maypangdan,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Pepelitan,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Pinanag-an,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Purok D1 (Pob.),City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Purok A (Pob.),City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Purok B (Pob.),City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Purok C (Pob.),City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Purok D2 (Pob.),City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Purok E (Pob.),City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Purok F (Pob.),City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Purok G (Pob.),City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Purok H (Pob.),City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Punta Maria,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Sabang North,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Sabang South,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
San Andres,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
San Gabriel,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
San Gregorio,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
San Jose,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
San Mateo,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
San Pablo,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
San Saturnino,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Santa Fe,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Siha,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Songco,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Sohutan,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Suribao,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Surok,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Taboc,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Tabunan,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Tamoso,City of Borongan (Capital),Eastern Samar,REGION VIII (Eastern Visayas),6800
Balagon,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Baruk,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Boco,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Caghalong,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Camantang,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Can-ilay,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Cansangaya,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Canteros,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Carolina,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Guibuangan,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Jepaco,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Mabuhay,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Malogo,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Obong,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Pandol,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Barangay 1 Poblacion,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Barangay 10 Poblacion,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Barangay 2 Poblacion,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Barangay 3 Poblacion,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Barangay 4 Poblacion,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Barangay 5 Poblacion,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Barangay 6 Poblacion,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Barangay 7 Poblacion,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Barangay 8 Poblacion,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Barangay 9 Poblacion,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Salvacion,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Solong,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Rawis,Can-avid,Eastern Samar,REGION VIII (Eastern Visayas),6806
Aroganga,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Magongbong,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Buenavista,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Cabago-an,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Caglao-an,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Cagtabon,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Dampigan,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Dapdap,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Del Pilar,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Denigpian,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Gap-ang,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Japitan,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Jicontol,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Hilabaan,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Hinolaso,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Libertad,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Magsaysay,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Malobago,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Osme̱a,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 1 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 10 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 11 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 12 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 13 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 14 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 15 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 2 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 3 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 4 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 5 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 6 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 7 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 8 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Barangay 9 (Pob.),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Rizal,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
San Isidro (Malabag),Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
San Pascual,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
San Roque,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
San Vicente,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Santa Cruz,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Santo Ni̱o,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Tanauan,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Villahermosa,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Bonghon,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Malaintos,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Tikling,Dolores,Eastern Samar,REGION VIII (Eastern Visayas),6817
Alang-alang,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Binalay,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Calutan,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Camcuevas,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Domrog,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Limbujan,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Magsaysay,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Osme̱a,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Pingan,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Poblacion Barangay 1,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Poblacion Barangay 2,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Poblacion Barangay 3,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Poblacion Barangay 4,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Poblacion Barangay 5,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Poblacion Barangay 6,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Poblacion Barangay 7,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Poblacion Barangay 8,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Laurel,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Roxas,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Quirino,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
San Isidro,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
San Roque,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Santa Cruz (Opong),General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Santa Fe,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Tugop,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Vigan,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Macapagal,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Aguinaldo,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Quezon,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Tandang Sora,General MacArthur,Eastern Samar,REGION VIII (Eastern Visayas),6805
Barangay 1 (Pob.),Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Barangay 2 (Pob.),Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Barangay 3 (Pob.),Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Barangay 4 (Pob.),Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Barangay 5 (Pob.),Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Barangay 6 (Pob.),Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Barangay 7 (Pob.),Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Biga,Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Coticot,Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Gigoso,Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Huknan,Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Parina,Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Paya,Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
President Roxas,Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
San Miguel,Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Santa Cruz (Cansingkol),Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Barangay 8 (Pob.),Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
San Isidro (Malabag),Giporlos,Eastern Samar,REGION VIII (Eastern Visayas),6811
Alingarog,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Bagua,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Banaag,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Banahao,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Baras,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Barbo,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Bitaugan,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Bungtod,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Bucao,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Buenavista,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Cagdara-o,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Cagusu-an,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Camparang,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Campoyong,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Cantahay,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Casuguran,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Cogon,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Culasi,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 10,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 9-A,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Gahoy,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Habag,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Hamorawon,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Inapulangan,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 4-A,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Lupok (Pob.),Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Mayana,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Ngolos,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Pagbabangnan,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Pagnamitan,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 1,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 2,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 11,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 12,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 3,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 4,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 5,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 6,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 7,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 8,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Poblacion Ward 9,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Salug,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
San Antonio,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
San Jose,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
San Pedro,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Sapao,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Sulangan,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Suluan,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Surok,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Taytay,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Timala,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Trinidad,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Victory Island,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Canawayon,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Dalaragan,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Hagna,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Hollywood,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
San Juan,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Santo Ni̱o,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Tagporo,Guiuan,Eastern Samar,REGION VIII (Eastern Visayas),6809
Batang,Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
Cacatmonan,Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
Garawon,Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
Canciledes,Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
Carmen,Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
Nagaja,Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
Padang,Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
Barangay 1 (Pob.),Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
Barangay 2 (Pob.),Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
Barangay 3 (Pob.),Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
Barangay 4 (Pob.),Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
San Isidro,Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
San Miguel,Hernani,Eastern Samar,REGION VIII (Eastern Visayas),6804
Agsaman,Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
Cagmanaba,Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
Dorillo,Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
Jewaran,Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
Mabuhay,Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
Magsaysay,Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
Barangay 1 (Pob.),Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
Barangay 2 (Pob.),Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
Barangay 3 (Pob.),Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
Barangay 4 (Pob.),Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
Recare,Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
Roxas,Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
San Roque,Jipapad,Eastern Samar,REGION VIII (Eastern Visayas),6819
Betaog,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Bolusao,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Guinob-an,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Maslog,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Barangay Poblacion 1,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Barangay Poblacion 2,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Barangay Poblacion 3,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Barangay Poblacion 4,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Barangay Poblacion 5,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Barangay Poblacion 6,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Barangay Poblacion 7,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Barangay Poblacion 8,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Barangay Poblacion 9,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Barangay Poblacion 10,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
San Isidro,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Taguite,Lawaan,Eastern Samar,REGION VIII (Eastern Visayas),6813
Antipolo,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Babanikhon,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Bacayawan,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barobo,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Burak,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Can-ato,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Candoros,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Canliwag,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Cantomco,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Hugpa,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Maca-anga,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Magtino,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Mina-anod,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Naubay,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Piliw,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barangay 1 (Pob.),Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barangay 2 (Pob.),Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barangay 3 (Pob.),Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barangay 4 (Pob.),Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barangay 5 (Pob.),Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barangay 6 (Pob.),Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barangay 7 (Pob.),Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barangay 8 (Pob.),Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barangay 9 (Pob.),Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barangay 10 (Pob.),Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barangay 11 (Pob.),Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Barangay 12 (Pob.),Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
San Jose,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
San Miguel,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
San Roque,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
So-ong,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Tabok,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Waso,Llorente,Eastern Samar,REGION VIII (Eastern Visayas),6803
Bulawan,Maslog,Eastern Samar,REGION VIII (Eastern Visayas),6820
Carayacay,Maslog,Eastern Samar,REGION VIII (Eastern Visayas),6820
Libertad,Maslog,Eastern Samar,REGION VIII (Eastern Visayas),6820
Malobago,Maslog,Eastern Samar,REGION VIII (Eastern Visayas),6820
Maputi,Maslog,Eastern Samar,REGION VIII (Eastern Visayas),6820
Barangay 1 (Pob.),Maslog,Eastern Samar,REGION VIII (Eastern Visayas),6820
Barangay 2 (Pob.),Maslog,Eastern Samar,REGION VIII (Eastern Visayas),6820
San Miguel,Maslog,Eastern Samar,REGION VIII (Eastern Visayas),6820
San Roque,Maslog,Eastern Samar,REGION VIII (Eastern Visayas),6820
Tangbo,Maslog,Eastern Samar,REGION VIII (Eastern Visayas),6820
Taytay,Maslog,Eastern Samar,REGION VIII (Eastern Visayas),6820
Tugas,Maslog,Eastern Samar,REGION VIII (Eastern Visayas),6820
Camada,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Campakerit (Botay),Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Canloterio,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Del Pilar,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Guindalitan,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Lapgap,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Malobago,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Maybocog,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Maytigbao,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Omawas,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Patag,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Barangay Poblacion 1,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Barangay Poblacion 2,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Barangay Poblacion 3,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Barangay Poblacion 4,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Barangay Poblacion 5,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Barangay Poblacion 6,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
Barangay Poblacion 7,Maydolong,Eastern Samar,REGION VIII (Eastern Visayas),6802
